algorithm,language,sample,time
heap,lua,19,0.020131
heap,lua,20,0.020622
heap,lua,21,0.025697
heap,lua,22,0.020383
heap,lua,23,0.020888
heap,lua,24,0.01945
heap,lua,25,0.021092
heap,lua,26,0.022369
heap,lua,27,0.020854
heap,lua,28,0.02055
heap,lua,29,0.02096
heap,lua,30,0.019855
heap,lua,31,0.020895
heap,lua,32,0.019603
heap,lua,33,0.025127
heap,lua,34,0.019712
heap,lua,35,0.021406
heap,lua,36,0.020951
heap,lua,37,0.021011
heap,lua,38,0.020752
heap,lua,39,0.021241
heap,lua,40,0.021319
heap,lua,41,0.041351
heap,lua,42,0.02922
heap,lua,43,0.023656
heap,lua,44,0.022589
heap,lua,45,0.020956
heap,lua,46,0.02101
heap,lua,47,0.020933
heap,lua,48,0.022742
heap,lua,49,0.020598
heap,lua,50,0.02125
heap,lua,51,0.020501
heap,lua,52,0.021109
heap,lua,53,0.02174
heap,lua,54,0.019776
heap,lua,55,0.037001
heap,lua,56,0.02929
heap,lua,57,0.020467
heap,lua,58,0.020034
heap,lua,59,0.020883
heap,lua,60,0.020843
heap,lua,61,0.02063
heap,lua,62,0.020157
heap,lua,63,0.021074
heap,lua,64,0.022887
heap,lua,65,0.021276
heap,lua,66,0.021301
heap,lua,67,0.020125
heap,lua,68,0.01968
heap,lua,69,0.020296
heap,lua,70,0.020095
heap,lua,71,0.02087
heap,lua,72,0.019449
heap,lua,73,0.01982
heap,lua,74,0.020484
heap,lua,75,0.022838
heap,lua,76,0.023787
heap,lua,77,0.019968
heap,lua,78,0.019971
heap,lua,79,0.019738
heap,lua,80,0.019434
heap,lua,81,0.020481
heap,lua,82,0.019835
heap,lua,83,0.019866
heap,lua,84,0.019715
heap,lua,85,0.020917
heap,lua,86,0.02105
heap,lua,87,0.020649
heap,lua,88,0.027045
heap,lua,89,0.020791
heap,lua,90,0.021073
heap,lua,91,0.022591
heap,lua,92,0.020988
heap,lua,93,0.020506
heap,lua,94,0.021464
heap,lua,95,0.02153
heap,lua,96,0.020087
heap,lua,97,0.021005
heap,lua,98,0.020613
heap,lua,99,0.022421
radixlsd,lua,0,0.035214
radixlsd,lua,1,0.036659
radixlsd,lua,2,0.037207
radixlsd,lua,3,0.035594
radixlsd,lua,4,0.035591
radixlsd,lua,5,0.036071
radixlsd,lua,6,0.038577
radixlsd,lua,7,0.037326
radixlsd,lua,8,0.036234
radixlsd,lua,9,0.03261
radixlsd,lua,10,0.034152
radixlsd,lua,11,0.035135
radixlsd,lua,12,0.033937
radixlsd,lua,13,0.036912
radixlsd,lua,14,0.032418
radixlsd,lua,15,0.032602
radixlsd,lua,16,0.032866
radixlsd,lua,17,0.034975
radixlsd,lua,18,0.032526
radixlsd,lua,19,0.033099
radixlsd,lua,20,0.034097
radixlsd,lua,21,0.039089
radixlsd,lua,22,0.033782
radixlsd,lua,23,0.0364
radixlsd,lua,24,0.034539
radixlsd,lua,25,0.033718
radixlsd,lua,26,0.033848
radixlsd,lua,27,0.036563
radixlsd,lua,28,0.038934
radixlsd,lua,29,0.036372
radixlsd,lua,30,0.035291
radixlsd,lua,31,0.033432
radixlsd,lua,32,0.034291
radixlsd,lua,33,0.03455
radixlsd,lua,34,0.034791
radixlsd,lua,35,0.038415
radixlsd,lua,36,0.034471
radixlsd,lua,37,0.03521
radixlsd,lua,38,0.034238
radixlsd,lua,39,0.034612
radixlsd,lua,40,0.034426
radixlsd,lua,41,0.034241
radixlsd,lua,42,0.036296
radixlsd,lua,43,0.032174
radixlsd,lua,44,0.035584
radixlsd,lua,45,0.03457
radixlsd,lua,46,0.033477
radixlsd,lua,47,0.032176
radixlsd,lua,48,0.03415
radixlsd,lua,49,0.038344
radixlsd,lua,50,0.035107
radixlsd,lua,51,0.034526
radixlsd,lua,52,0.035608
radixlsd,lua,53,0.033793
radixlsd,lua,54,0.034089
radixlsd,lua,55,0.035334
radixlsd,lua,56,0.034568
radixlsd,lua,57,0.041351
radixlsd,lua,58,0.033936
radixlsd,lua,59,0.037087
radixlsd,lua,60,0.035485
radixlsd,lua,61,0.035245
radixlsd,lua,62,0.036425
radixlsd,lua,63,0.037895
radixlsd,lua,64,0.034986
radixlsd,lua,65,0.035214
radixlsd,lua,66,0.034196
radixlsd,lua,67,0.035203
radixlsd,lua,68,0.036406
radixlsd,lua,69,0.034033
radixlsd,lua,70,0.036148
radixlsd,lua,71,0.032463
radixlsd,lua,72,0.034503
radixlsd,lua,73,0.035136
radixlsd,lua,74,0.036165
radixlsd,lua,75,0.037184
radixlsd,lua,76,0.037789
radixlsd,lua,77,0.040956
radixlsd,lua,78,0.03894
radixlsd,lua,79,0.043677
radixlsd,lua,80,0.048678
radixlsd,lua,81,0.045619
radixlsd,lua,82,0.039771
radixlsd,lua,83,0.041765
radixlsd,lua,84,0.045151
radixlsd,lua,85,0.039665
radixlsd,lua,86,0.038067
radixlsd,lua,87,0.034962
radixlsd,lua,88,0.033477
radixlsd,lua,89,0.035371
radixlsd,lua,90,0.037686
radixlsd,lua,91,0.033592
radixlsd,lua,92,0.038823
radixlsd,lua,93,0.033301
radixlsd,lua,94,0.034704
radixlsd,lua,95,0.03405
radixlsd,lua,96,0.038354
radixlsd,lua,97,0.035603
radixlsd,lua,98,0.034957
radixlsd,lua,99,0.035741
radixmsd,lua,0,0.014982
radixmsd,lua,1,0.016114
radixmsd,lua,2,0.016271
radixmsd,lua,3,0.014716
radixmsd,lua,4,0.016934
radixmsd,lua,5,0.014786
radixmsd,lua,6,0.015894
radixmsd,lua,7,0.018226
radixmsd,lua,8,0.018177
radixmsd,lua,9,0.014705
radixmsd,lua,10,0.015263
radixmsd,lua,11,0.014953
radixmsd,lua,12,0.015136
radixmsd,lua,13,0.014221
radixmsd,lua,14,0.014659
radixmsd,lua,15,0.014505
radixmsd,lua,16,0.014951
radixmsd,lua,17,0.014744
radixmsd,lua,18,0.014438
radixmsd,lua,19,0.014227
radixmsd,lua,20,0.014186
radixmsd,lua,21,0.015393
radixmsd,lua,22,0.014439
radixmsd,lua,23,0.014685
radixmsd,lua,24,0.015715
radixmsd,lua,25,0.015772
radixmsd,lua,26,0.014919
radixmsd,lua,27,0.016675
radixmsd,lua,28,0.017629
radixmsd,lua,29,0.023923
radixmsd,lua,30,0.015851
radixmsd,lua,31,0.015224
radixmsd,lua,32,0.016313
radixmsd,lua,33,0.014756
radixmsd,lua,34,0.015194
radixmsd,lua,35,0.014862
radixmsd,lua,36,0.015975
radixmsd,lua,37,0.014742
radixmsd,lua,38,0.01593
radixmsd,lua,39,0.014859
radixmsd,lua,40,0.020737
radixmsd,lua,41,0.014873
radixmsd,lua,42,0.014974
radixmsd,lua,43,0.016613
radixmsd,lua,44,0.015679
radixmsd,lua,45,0.014854
radixmsd,lua,46,0.015334
radixmsd,lua,47,0.015413
radixmsd,lua,48,0.015832
radixmsd,lua,49,0.014099
radixmsd,lua,50,0.015858
radixmsd,lua,51,0.014953
radixmsd,lua,52,0.016576
radixmsd,lua,53,0.015372
radixmsd,lua,54,0.014895
radixmsd,lua,55,0.015968
radixmsd,lua,56,0.017797
radixmsd,lua,57,0.015565
radixmsd,lua,58,0.016015
radixmsd,lua,59,0.014913
radixmsd,lua,60,0.015774
radixmsd,lua,61,0.014693
radixmsd,lua,62,0.015346
radixmsd,lua,63,0.014058
radixmsd,lua,64,0.014839
radixmsd,lua,65,0.014443
radixmsd,lua,66,0.015251
radixmsd,lua,67,0.014399
radixmsd,lua,68,0.016282
radixmsd,lua,69,0.015591
radixmsd,lua,70,0.015471
radixmsd,lua,71,0.017636
radixmsd,lua,72,0.019646
radixmsd,lua,73,0.014863
radixmsd,lua,74,0.017354
radixmsd,lua,75,0.016324
radixmsd,lua,76,0.014232
radixmsd,lua,77,0.014999
radixmsd,lua,78,0.014833
radixmsd,lua,79,0.014762
radixmsd,lua,80,0.014442
radixmsd,lua,81,0.015089
radixmsd,lua,82,0.014029
radixmsd,lua,83,0.014764
radixmsd,lua,84,0.014461
radixmsd,lua,85,0.015656
radixmsd,lua,86,0.015285
radixmsd,lua,87,0.014581
radixmsd,lua,88,0.021736
radixmsd,lua,89,0.023186
radixmsd,lua,90,0.016236
radixmsd,lua,91,0.014547
radixmsd,lua,92,0.014907
radixmsd,lua,93,0.014743
radixmsd,lua,94,0.01615
radixmsd,lua,95,0.016264
radixmsd,lua,96,0.014835
radixmsd,lua,97,0.015848
radixmsd,lua,98,0.014744
radixmsd,lua,99,0.015991
